2021-04-28 08:35:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 08:36:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 08:37:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 08:38:00;0;53;0;7;0;0;100;109;130;318;350;650
2021-04-28 08:39:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 08:40:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 08:41:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 08:42:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 08:43:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 08:44:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 08:45:00;0;60;0;0;0;0;100;104;130;210;350;650
2021-04-28 08:46:00;0;60;0;0;0;0;100;105;130;210;350;650
2021-04-28 08:47:00;0;60;0;0;0;0;100;105;130;210;350;650
2021-04-28 08:48:00;0;60;0;0;0;0;100;102;130;210;350;650
2021-04-28 08:49:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 08:50:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 08:51:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 08:52:00;0;60;0;0;0;0;100;102;130;210;350;650
2021-04-28 08:53:00;0;60;0;0;0;0;100;104;130;210;350;650
2021-04-28 08:54:00;0;60;0;0;0;0;100;102;130;210;350;650
2021-04-28 08:55:00;0;60;0;0;0;0;100;113;130;210;350;650
2021-04-28 08:56:00;0;60;0;0;0;0;100;108;130;210;350;650
2021-04-28 08:57:00;0;60;0;0;0;0;100;102;130;210;350;650
2021-04-28 08:58:00;0;60;0;0;0;0;100;107;130;210;350;650
2021-04-28 08:59:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 09:00:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 09:01:00;0;60;0;0;0;0;100;111;130;210;350;650
2021-04-28 09:02:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 09:03:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 09:04:00;0;60;0;0;0;0;100;100;130;210;350;650
2021-04-28 09:05:00;0;60;0;0;0;0;100;111;130;210;350;650
2021-04-28 09:06:00;26;34;0;0;0;0;100;124;130;210;350;650
